Name,PM10 (µg/m³),Pollution Category
Bulandshahr,218.9,3 - Satisfactory
Bulandshahr,105.0,3 - Satisfactory
Bulandshahr,115.7,3 - Satisfactory
Bulandshahr,78.0,2 - Good
Bulandshahr,65.0,2 - Good
Bulandshahr,94.3,2 - Good
Bulandshahr,103.6,3 - Satisfactory
Bulandshahr,36.9,1 - Very Good
Bulandshahr,45.1,1 - Very Good
Bulandshahr,121.1,3 - Satisfactory
Bulandshahr,108.3,3 - Satisfactory
Bulandshahr,133.6,3 - Satisfactory
Bulandshahr,93.1,2 - Good
Bulandshahr,52.7,2 - Good
Bulandshahr,62.4,2 - Good
Bulandshahr,81.7,2 - Good
Bulandshahr,61.0,2 - Good
Bulandshahr,47.7,1 - Very Good
Bulandshahr,71.9,2 - Good
Bulandshahr,57.3,2 - Good
Bulandshahr,58.9,2 - Good
Bulandshahr,75.4,2 - Good
Bulandshahr,62.9,2 - Good
Bulandshahr,55.3,2 - Good
Bulandshahr,64.0,2 - Good
Bulandshahr,49.7,1 - Very Good
Bulandshahr,62.4,2 - Good
Bulandshahr,159.3,3 - Satisfactory
Bulandshahr,154.1,3 - Satisfactory
Bulandshahr,78.5,2 - Good
Bulandshahr,159.7,3 - Satisfactory
Bulandshahr,118.5,3 - Satisfactory
Bulandshahr,96.9,2 - Good
Bulandshahr,154.6,3 - Satisfactory
Bulandshahr,111.8,3 - Satisfactory
Bulandshahr,80.8,2 - Good
Bulandshahr,177.0,3 - Satisfactory
Bulandshahr,136.0,3 - Satisfactory
Bulandshahr,82.4,2 - Good
Bulandshahr,179.3,3 - Satisfactory
Bulandshahr,138.8,3 - Satisfactory
Bulandshahr,137.4,3 - Satisfactory
Bulandshahr,159.7,3 - Satisfactory
Bulandshahr,104.8,3 - Satisfactory
Bulandshahr,94.1,2 - Good
Bulandshahr,161.6,3 - Satisfactory
Bulandshahr,118.7,3 - Satisfactory
Bulandshahr,77.1,2 - Good
Bulandshahr,115.9,3 - Satisfactory
Bulandshahr,85.7,2 - Good
Bulandshahr,84.1,2 - Good
Bulandshahr,102.0,3 - Satisfactory
Bulandshahr,114.6,3 - Satisfactory
Bulandshahr,88.5,2 - Good
Bulandshahr,119.7,3 - Satisfactory
Bulandshahr,118.3,3 - Satisfactory
Bulandshahr,116.2,3 - Satisfactory
Bulandshahr,118.7,3 - Satisfactory
Bulandshahr,92.4,2 - Good
Bulandshahr,105.2,3 - Satisfactory
Bulandshahr,131.3,3 - Satisfactory
Bulandshahr,88.9,2 - Good
Bulandshahr,141.1,3 - Satisfactory
Bulandshahr,93.4,2 - Good
Bulandshahr,80.1,2 - Good
Bulandshahr,94.1,2 - Good
Bulandshahr,83.4,2 - Good
Bulandshahr,43.0,1 - Very Good
Bulandshahr,57.4,2 - Good
Bulandshahr,87.1,2 - Good
Bulandshahr,93.4,2 - Good
Bulandshahr,52.9,2 - Good
Bulandshahr,87.8,2 - Good
Bulandshahr,58.1,2 - Good
Bulandshahr,42.4,1 - Very Good
Bulandshahr,67.8,2 - Good
Bulandshahr,54.1,2 - Good
Bulandshahr,55.5,2 - Good
Bulandshahr,100.8,6 - Very Poor
Bulandshahr,89.4,2 - Good
Bulandshahr,74.7,2 - Good
Bulandshahr,82.4,2 - Good
Bulandshahr,81.5,2 - Good
Bulandshahr,111.1,3 - Satisfactory
Bulandshahr,130.4,3 - Satisfactory
Bulandshahr,105.9,3 - Satisfactory
Bulandshahr,86.4,2 - Good
Bulandshahr,99.7,2 - Good
Bulandshahr,120.1,3 - Satisfactory
Bulandshahr,92.7,2 - Good
Bulandshahr,99.2,2 - Good
Bulandshahr,85.0,2 - Good
Bulandshahr,59.8,2 - Good
Bulandshahr,55.9,2 - Good
Bulandshahr,49.6,1 - Very Good
Bulandshahr,18.9,1 - Very Good
Bulandshahr,50.9,6 - Very Poor
Bulandshahr,39.9,1 - Very Good
Bulandshahr,78.7,2 - Good
Bulandshahr,93.4,2 - Good
Bulandshahr,90.1,2 - Good
Bulandshahr,106.6,3 - Satisfactory
Bulandshahr,119.2,3 - Satisfactory
Bulandshahr,124.8,3 - Satisfactory
Bulandshahr,120.1,3 - Satisfactory
Bulandshahr,112.7,3 - Satisfactory
Bulandshahr,129.0,3 - Satisfactory
Bulandshahr,108.5,3 - Satisfactory
Bulandshahr,108.5,3 - Satisfactory
Bulandshahr,78.5,2 - Good
Bulandshahr,100.1,6 - Very Poor
Bulandshahr,113.2,3 - Satisfactory
Bulandshahr,92.0,2 - Good
Bulandshahr,125.7,3 - Satisfactory
Bulandshahr,141.6,3 - Satisfactory
Bulandshahr,138.3,3 - Satisfactory
Bulandshahr,98.7,2 - Good
Bulandshahr,162.5,3 - Satisfactory
Bulandshahr,82.2,2 - Good
Bulandshahr,85.7,2 - Good
Bulandshahr,134.1,3 - Satisfactory
Bulandshahr,98.0,2 - Good
Bulandshahr,112.9,3 - Satisfactory
Bulandshahr,112.0,3 - Satisfactory
Bulandshahr,99.4,2 - Good
Bulandshahr,87.1,2 - Good
Bulandshahr,71.0,2 - Good
Bulandshahr,62.6,2 - Good
Bulandshahr,129.9,3 - Satisfactory
Bulandshahr,135.5,3 - Satisfactory
Bulandshahr,114.6,3 - Satisfactory
Bulandshahr,132.7,3 - Satisfactory
Bulandshahr,135.0,3 - Satisfactory
Bulandshahr,174.6,3 - Satisfactory
Bulandshahr,79.2,2 - Good
Bulandshahr,134.1,3 - Satisfactory
Bulandshahr,108.3,3 - Satisfactory
Bulandshahr,83.1,2 - Good
Bulandshahr,125.7,3 - Satisfactory
Jalalpur,113.4,3 - Satisfactory
Jalalpur,87.1,2 - Good
Jalalpur,128.5,3 - Satisfactory
Jalalpur,114.8,3 - Satisfactory
Jalalpur,101.0,3 - Satisfactory
Jalalpur,105.5,3 - Satisfactory
Jalalpur,150.4,3 - Satisfactory
Jalalpur,99.7,2 - Good
Jalalpur,134.1,3 - Satisfactory
Jalalpur,125.7,3 - Satisfactory
Jalalpur,94.3,2 - Good
Jalalpur,96.4,2 - Good
Jalalpur,37.1,1 - Very Good
Jalalpur,77.8,2 - Good
Jalalpur,75.7,2 - Good
Jalalpur,121.5,3 - Satisfactory
Jalalpur,74.0,2 - Good
Jalalpur,185.8,3 - Satisfactory
Jalalpur,118.5,3 - Satisfactory
Jalalpur,75.9,2 - Good
Jalalpur,104.3,3 - Satisfactory
Jalalpur,96.6,2 - Good
Jalalpur,76.8,2 - Good
Jalalpur,95.7,2 - Good
Jalalpur,89.9,2 - Good
Jalalpur,71.7,2 - Good
Jalalpur,135.0,3 - Satisfactory
Jalalpur,56.3,2 - Good
Jalalpur,83.4,2 - Good
Jalalpur,88.9,2 - Good
Jalalpur,85.4,2 - Good
Jalalpur,78.7,2 - Good
Jalalpur,85.4,2 - Good
Jalalpur,98.3,2 - Good
Jalalpur,70.8,2 - Good
Jalalpur,115.0,3 - Satisfactory
Jalalpur,94.5,2 - Good
Jalalpur,58.0,2 - Good
Jalalpur,139.2,3 - Satisfactory
Jalalpur,150.9,3 - Satisfactory
Jalalpur,87.1,2 - Good
Jalalpur,141.1,3 - Satisfactory
Jalalpur,50.5,6 - Very Poor
Jalalpur,68.7,2 - Good
Jalalpur,71.0,2 - Good
Jalalpur,72.9,2 - Good
Jalalpur,62.6,2 - Good
Jalalpur,122.0,3 - Satisfactory
Jalalpur,193.2,3 - Satisfactory
Jalalpur,93.4,2 - Good
Jalalpur,124.3,3 - Satisfactory
Jalalpur,100.8,6 - Very Poor
Jalalpur,65.7,2 - Good
Jalalpur,103.6,3 - Satisfactory
Jalalpur,77.8,2 - Good
Jalalpur,99.0,2 - Good
Jalalpur,81.3,2 - Good
Jalalpur,72.6,2 - Good
Jalalpur,73.3,2 - Good
Jalalpur,85.0,2 - Good
Jalalpur,66.4,2 - Good
Jalalpur,68.5,2 - Good
Jalalpur,79.9,2 - Good
Jalalpur,69.6,2 - Good
Jalalpur,60.5,2 - Good
Jalalpur,78.5,2 - Good
Jalalpur,61.7,2 - Good
Jalalpur,70.3,2 - Good
Jalalpur,77.5,2 - Good
Jalalpur,79.6,2 - Good
Jalalpur,56.5,2 - Good
Jalalpur,81.5,2 - Good
Jalalpur,76.8,2 - Good
Jalalpur,65.4,2 - Good
Jalalpur,79.4,2 - Good
Jalalpur,65.7,2 - Good
Jalalpur,71.7,2 - Good
Jalalpur,76.6,2 - Good
Jalalpur,81.3,2 - Good
Jalalpur,79.6,2 - Good
Jalalpur,84.8,2 - Good
Jalalpur,80.3,2 - Good
Jalalpur,68.5,2 - Good
Jalalpur,78.5,2 - Good
Jalalpur,77.1,2 - Good
Jalalpur,60.3,2 - Good
Jalalpur,112.2,3 - Satisfactory
Jalalpur,96.9,2 - Good
Jalalpur,48.5,1 - Very Good
Jalalpur,124.3,3 - Satisfactory
Jalalpur,118.7,3 - Satisfactory
Jalalpur,88.2,2 - Good
Jalalpur,66.4,2 - Good
Jalalpur,79.4,2 - Good
Jalalpur,55.4,2 - Good
Jalalpur,123.4,3 - Satisfactory
Jalalpur,139.2,3 - Satisfactory
Jalalpur,65.2,2 - Good
Jalalpur,91.3,2 - Good
Jalalpur,125.3,3 - Satisfactory
Jalalpur,62.9,2 - Good
Jalalpur,90.6,2 - Good
Jalalpur,77.3,2 - Good
Jalalpur,80.3,2 - Good
Jalalpur,98.3,2 - Good
Jalalpur,46.7,1 - Very Good
Jalalpur,76.1,2 - Good
Jalalpur,91.5,2 - Good
Jalalpur,43.5,1 - Very Good
Jalalpur,58.6,2 - Good
Jalalpur,91.0,2 - Good
Jalalpur,58.2,2 - Good
Jalalpur,81.3,2 - Good
Jalalpur,77.8,2 - Good
Jalalpur,47.0,1 - Very Good
Jalalpur,79.4,2 - Good
Jalalpur,85.9,2 - Good
Jalalpur,92.4,2 - Good
Jalalpur,67.8,2 - Good
Jalalpur,75.9,2 - Good
Jalalpur,116.2,3 - Satisfactory
Jalalpur,58.0,2 - Good
Jalalpur,124.3,3 - Satisfactory
Jalalpur,122.9,3 - Satisfactory
Jalalpur,65.2,2 - Good
Jalalpur,88.0,2 - Good
Jalalpur,101.5,3 - Satisfactory
Jalalpur,92.2,2 - Good
Jalalpur,93.8,2 - Good
Jalalpur,105.2,3 - Satisfactory
Jalalpur,82.7,2 - Good
Jalalpur,116.2,3 - Satisfactory
Jalalpur,126.7,3 - Satisfactory
Jalalpur,107.3,3 - Satisfactory
Jalalpur,136.0,3 - Satisfactory
Jalalpur,65.4,2 - Good
Jalalpur,69.6,2 - Good
Jalalpur,51.9,2 - Good
Jalalpur,66.1,2 - Good
Jalalpur,66.1,2 - Good
Jalalpur,48.2,1 - Very Good
Jalalpur,98.7,2 - Good
Jalalpur,79.6,2 - Good
Jalalpur,63.6,2 - Good
Jalalpur,92.2,2 - Good
Jalalpur,72.9,2 - Good
Jalalpur,118.5,3 - Satisfactory
Jalalpur,124.8,3 - Satisfactory
Jalalpur,121.1,3 - Satisfactory
Jalalpur,168.1,3 - Satisfactory
Jalalpur,155.5,3 - Satisfactory
Jalalpur,89.4,2 - Good
Jalalpur,94.8,2 - Good
Jalalpur,76.6,2 - Good
Jalalpur,86.4,2 - Good
Jalalpur,95.7,2 - Good
Jalalpur,122.0,3 - Satisfactory
Jalalpur,80.6,2 - Good
Jalalpur,92.9,2 - Good
Jalalpur,92.4,2 - Good
Jalalpur,63.6,2 - Good
Jalalpur,83.8,2 - Good
Jalalpur,85.4,2 - Good
Jalalpur,57.4,2 - Good
Jalalpur,83.1,2 - Good
Jalalpur,139.7,3 - Satisfactory
Jalalpur,60.3,2 - Good
Jalalpur,134.1,3 - Satisfactory
Jalalpur,177.4,3 - Satisfactory
Jalalpur,73.1,2 - Good
Jalalpur,110.1,3 - Satisfactory
Jalalpur,110.1,3 - Satisfactory
Jalalpur,68.2,2 - Good
Jalalpur,105.0,3 - Satisfactory
Jalalpur,103.6,3 - Satisfactory
Jalalpur,96.4,2 - Good
Jalalpur,93.4,2 - Good
Jalalpur,88.2,2 - Good
Jalalpur,86.1,2 - Good
Jalalpur,82.0,2 - Good
Jalalpur,81.3,2 - Good
Jalalpur,104.3,3 - Satisfactory
Jalalpur,110.6,3 - Satisfactory
Jalalpur,91.3,2 - Good
Jalalpur,111.1,3 - Satisfactory
Jalalpur,121.5,3 - Satisfactory
Jalalpur,70.1,2 - Good
Jalalpur,79.9,2 - Good
Jalalpur,76.4,2 - Good
Jalalpur,83.4,2 - Good
Jalalpur,103.6,3 - Satisfactory
Jalalpur,85.2,2 - Good
Jalalpur,87.3,2 - Good
Jalalpur,75.9,2 - Good
Jalalpur,77.5,2 - Good
Jalalpur,96.4,2 - Good
Jalalpur,81.5,2 - Good
Jalalpur,90.3,2 - Good
Jalalpur,96.9,2 - Good
Jalalpur,99.0,2 - Good
Jalalpur,94.8,2 - Good
Jalalpur,85.7,2 - Good
Jalalpur,76.1,2 - Good
Jalalpur,76.4,2 - Good
Jalalpur,72.9,2 - Good
Jalalpur,76.8,2 - Good
Jalalpur,75.2,2 - Good
Jalalpur,90.6,2 - Good
Jalalpur,111.8,3 - Satisfactory
Jalalpur,99.7,2 - Good
Jalalpur,128.1,3 - Satisfactory
Jalalpur,96.9,2 - Good
Jalalpur,111.1,3 - Satisfactory
Jalalpur,84.8,2 - Good
Jalalpur,79.6,2 - Good
Jalalpur,93.8,2 - Good
Jalalpur,93.4,2 - Good
Jalalpur,69.2,2 - Good
Jalalpur,91.0,2 - Good
Jalalpur,130.4,3 - Satisfactory
Jalalpur,104.5,3 - Satisfactory
Jalalpur,96.2,2 - Good
Jalalpur,98.0,2 - Good
Jalalpur,65.0,2 - Good
Jalalpur,88.5,2 - Good
Jalalpur,74.0,2 - Good
Jalalpur,93.6,2 - Good
Jalalpur,80.6,2 - Good
Jalalpur,83.4,2 - Good
Jalalpur,84.8,2 - Good
Jalalpur,83.1,2 - Good
Jalalpur,88.2,2 - Good
Jalalpur,93.1,2 - Good
Jalalpur,82.4,2 - Good
Jalalpur,100.1,6 - Very Poor
Jalalpur,93.6,2 - Good
Jalalpur,93.8,2 - Good
Jalalpur,105.5,3 - Satisfactory
Jalalpur,91.3,2 - Good
Jalalpur,76.6,2 - Good
Jalalpur,92.7,2 - Good
Jalalpur,87.5,2 - Good
Jalalpur,89.2,2 - Good
Jalalpur,135.0,3 - Satisfactory
Jalalpur,105.5,3 - Satisfactory
Jalalpur,139.2,3 - Satisfactory
Jalalpur,115.3,3 - Satisfactory
Jalalpur,83.4,2 - Good
Jalalpur,81.5,2 - Good
Jalalpur,76.4,2 - Good
Jalalpur,88.5,2 - Good
Jalalpur,63.1,2 - Good
Jalalpur,67.5,2 - Good
Jalalpur,84.3,2 - Good
Jalalpur,70.8,2 - Good
Jalalpur,71.2,2 - Good
Jalalpur,82.0,2 - Good
Jalalpur,67.1,2 - Good
Jalalpur,74.0,2 - Good
Jalalpur,101.3,3 - Satisfactory
Jalalpur,78.9,2 - Good
Jalalpur,84.5,2 - Good
Jalalpur,104.3,3 - Satisfactory
Jalalpur,80.6,2 - Good
Jalalpur,93.6,2 - Good
Jalalpur,119.7,3 - Satisfactory
Jalalpur,76.1,2 - Good
Jalalpur,80.3,2 - Good
Jalalpur,95.0,2 - Good
Jalalpur,79.6,2 - Good
Jalalpur,83.6,2 - Good
Jalalpur,118.7,3 - Satisfactory
Jalalpur,76.6,2 - Good
Jalalpur,78.9,2 - Good
Jalalpur,98.5,2 - Good
Jalalpur,83.1,2 - Good
Jalalpur,57.0,2 - Good
Jalalpur,66.1,2 - Good
Jalalpur,103.6,3 - Satisfactory
Jalalpur,72.9,2 - Good
Jalalpur,59.8,2 - Good
Jalalpur,60.1,2 - Good
Jalalpur,42.3,1 - Very Good
Jalalpur,50.2,6 - Very Poor
Jalalpur,64.7,2 - Good
Jalalpur,50.6,6 - Very Poor
Jalalpur,49.1,1 - Very Good
Jalalpur,56.3,2 - Good
Jalalpur,89.9,2 - Good
Jalalpur,91.7,2 - Good
Jalalpur,133.6,3 - Satisfactory
Jalalpur,85.4,2 - Good
Jalalpur,98.7,2 - Good
Jalalpur,183.5,3 - Satisfactory
Jalalpur,75.4,2 - Good
Jalalpur,105.7,3 - Satisfactory
Jalalpur,119.7,3 - Satisfactory
Jalalpur,107.6,3 - Satisfactory
Jalalpur,94.3,2 - Good
Jalalpur,78.0,2 - Good
Jalalpur,40.7,1 - Very Good
Jalalpur,71.5,2 - Good
Jalalpur,79.4,2 - Good
Jalalpur,79.9,2 - Good
Jalalpur,57.7,2 - Good
Jalalpur,104.5,3 - Satisfactory
Jalalpur,82.2,2 - Good
Jalalpur,68.7,2 - Good
Jalalpur,143.4,3 - Satisfactory
Jalalpur,32.0,1 - Very Good
Jalalpur,31.2,1 - Very Good
Jalalpur,39.9,1 - Very Good
Jalalpur,24.5,1 - Very Good
Jalalpur,31.2,1 - Very Good
Jalalpur,39.8,1 - Very Good
Jalalpur,33.4,1 - Very Good
Jalalpur,27.9,1 - Very Good
Jalalpur,36.0,1 - Very Good
Jalalpur,29.0,1 - Very Good
Jalalpur,49.5,1 - Very Good
Jalalpur,32.4,1 - Very Good
Jalalpur,28.8,1 - Very Good
Jalalpur,118.5,3 - Satisfactory
Jalalpur,120.6,3 - Satisfactory
Jalalpur,63.6,2 - Good
Jalalpur,188.6,3 - Satisfactory
Jalalpur,190.5,3 - Satisfactory
Jalalpur,60.1,2 - Good
Jalalpur,90.1,2 - Good
Jalalpur,54.0,2 - Good
Jalalpur,23.1,1 - Very Good
Jalalpur,18.3,1 - Very Good
Jalalpur,36.3,1 - Very Good
Jalalpur,38.0,1 - Very Good
Jalalpur,21.1,1 - Very Good
Jalalpur,46.7,1 - Very Good
Jalalpur,52.0,2 - Good
Jalalpur,24.3,1 - Very Good
Jalalpur,28.2,1 - Very Good
Jalalpur,10.9,1 - Very Good
Jalalpur,21.7,1 - Very Good
Jalalpur,23.6,1 - Very Good
Jalalpur,4.0,1 - Very Good
Jalalpur,22.1,1 - Very Good
Jalalpur,37.4,1 - Very Good
Jalalpur,17.3,1 - Very Good
Jalalpur,29.8,1 - Very Good
Jalalpur,49.2,1 - Very Good
Jalalpur,27.0,1 - Very Good
Jalalpur,27.8,1 - Very Good
Jalalpur,58.2,2 - Good
Jalalpur,17.5,1 - Very Good
Jalalpur,20.0,1 - Very Good
Jalalpur,42.4,1 - Very Good
Jalalpur,17.6,1 - Very Good
Jalalpur,19.0,1 - Very Good
Jalalpur,34.8,1 - Very Good
Jalalpur,31.8,1 - Very Good
Jalalpur,51.6,2 - Good
Jalalpur,71.2,2 - Good
Jalalpur,63.3,2 - Good
Jalalpur,149.9,3 - Satisfactory
Jalalpur,87.1,2 - Good
Jalalpur,45.9,1 - Very Good
Jalalpur,37.8,1 - Very Good
Jalalpur,94.8,2 - Good
Jalalpur,74.3,2 - Good
Jalalpur,30.4,1 - Very Good
Jalalpur,78.0,2 - Good
Jalalpur,44.8,1 - Very Good
Jalalpur,43.2,1 - Very Good
Jalalpur,41.4,1 - Very Good
Jalalpur,34.1,1 - Very Good
Jalalpur,33.8,1 - Very Good
Jalalpur,49.8,1 - Very Good
Jalalpur,46.0,1 - Very Good
Jalalpur,58.4,2 - Good
Jalalpur,45.2,1 - Very Good
Jalalpur,42.8,1 - Very Good
Jalalpur,51.6,2 - Good
Jalalpur,102.9,3 - Satisfactory
Jalalpur,50.8,6 - Very Poor
Jalalpur,40.3,1 - Very Good
Jalalpur,87.3,2 - Good
Jalalpur,115.0,3 - Satisfactory
Jalalpur,33.1,1 - Very Good
Jalalpur,97.1,2 - Good
Jalalpur,58.6,2 - Good
Jalalpur,34.6,1 - Very Good
Jalalpur,50.6,6 - Very Poor
Jalalpur,13.9,1 - Very Good
Jalalpur,20.3,1 - Very Good
Jalalpur,51.7,2 - Good
Jalalpur,39.0,1 - Very Good
Jalalpur,41.7,1 - Very Good
Jalalpur,93.6,2 - Good
Jalalpur,74.0,2 - Good
Jalalpur,65.4,2 - Good
Jalalpur,103.6,3 - Satisfactory
Jalalpur,116.6,3 - Satisfactory
Jalalpur,62.4,2 - Good
Jalalpur,98.5,2 - Good
Jalalpur,51.7,2 - Good
Jalalpur,22.7,1 - Very Good
Jalalpur,53.4,2 - Good
Jalalpur,54.4,2 - Good
Jalalpur,68.2,2 - Good
Jalalpur,81.0,2 - Good
Jalalpur,59.1,2 - Good
Jalalpur,70.8,2 - Good
Jalalpur,102.7,3 - Satisfactory
Jalalpur,166.7,3 - Satisfactory
Jalalpur,105.9,3 - Satisfactory
Jalalpur,275.7,4 - Borderline
Jalalpur,62.9,2 - Good
Jalalpur,167.6,3 - Satisfactory
Jalalpur,129.5,3 - Satisfactory
Jalalpur,73.3,2 - Good
Jalalpur,119.7,3 - Satisfactory
Jalalpur,110.1,3 - Satisfactory
Jalalpur,99.0,2 - Good
Jalalpur,110.4,3 - Satisfactory
Jalalpur,130.4,3 - Satisfactory
Jalalpur,127.1,3 - Satisfactory
Jalalpur,149.5,3 - Satisfactory
Jalalpur,163.4,3 - Satisfactory
Jalalpur,56.9,2 - Good
Jalalpur,327.8,4 - Borderline
Jalalpur,95.5,2 - Good
Jalalpur,234.7,3 - Satisfactory
Jalalpur,290.6,4 - Borderline
Jalalpur,326.0,4 - Borderline
Jalalpur,412.6,5 - Poor
Jalalpur,377.2,5 - Poor
Jalalpur,374.4,5 - Poor
Jalalpur,243.1,3 - Satisfactory
Jalalpur,238.0,3 - Satisfactory
Jalalpur,115.3,3 - Satisfactory
Jalalpur,87.1,2 - Good
Jalalpur,186.3,3 - Satisfactory
Jalalpur,143.4,3 - Satisfactory
Jalalpur,341.8,4 - Borderline
Jalalpur,241.2,3 - Satisfactory
Jalalpur,488.0,6 - Very Poor
Jalalpur,131.3,3 - Satisfactory
Jalalpur,61.5,2 - Good
Jalalpur,61.9,2 - Good
Jalalpur,61.2,2 - Good
Jalalpur,58.2,2 - Good
Jalalpur,153.7,3 - Satisfactory
Jalalpur,118.7,3 - Satisfactory
Jalalpur,246.8,3 - Satisfactory
Jalalpur,204.9,3 - Satisfactory
Jalalpur,314.8,4 - Borderline
Jalalpur,495.5,6 - Very Poor
Jalalpur,168.1,3 - Satisfactory
Jalalpur,349.2,4 - Borderline
Jalalpur,286.8,4 - Borderline
Jalalpur,430.3,6 - Very Poor
Jalalpur,96.2,2 - Good
Jalalpur,123.4,3 - Satisfactory
Jalalpur,89.4,2 - Good
Jalalpur,59.5,2 - Good
Jalalpur,28.1,1 - Very Good
Jalalpur,79.9,2 - Good
Jalalpur,59.0,2 - Good
Jalalpur,56.6,2 - Good
Jalalpur,106.4,3 - Satisfactory
Jalalpur,48.0,1 - Very Good
Jalalpur,73.3,2 - Good
Jalalpur,68.2,2 - Good
Jalalpur,33.9,1 - Very Good
Jalalpur,48.9,1 - Very Good
Jalalpur,54.7,2 - Good
Jalalpur,59.0,2 - Good
Jalalpur,196.0,3 - Satisfactory
Jalalpur,110.1,3 - Satisfactory
Jalalpur,251.5,4 - Borderline
Jalalpur,244.9,3 - Satisfactory
Jalalpur,324.1,4 - Borderline
Jalalpur,194.6,3 - Satisfactory
Jalalpur,257.0,4 - Borderline
Jalalpur,239.3,3 - Satisfactory
Jalalpur,335.3,4 - Borderline
Jalalpur,470.3,6 - Very Poor
Jalalpur,312.9,4 - Borderline
Jalalpur,231.9,3 - Satisfactory
Jalalpur,395.8,5 - Poor
Jalalpur,283.1,4 - Borderline
Jalalpur,171.8,3 - Satisfactory
Jalalpur,246.8,3 - Satisfactory
Jalalpur,141.1,3 - Satisfactory
Jalalpur,119.7,3 - Satisfactory
Jalalpur,255.2,4 - Borderline
Jalalpur,207.2,3 - Satisfactory
Jalalpur,208.6,3 - Satisfactory
Jalalpur,197.9,3 - Satisfactory
Jalalpur,202.1,3 - Satisfactory
Jalalpur,210.5,3 - Satisfactory
Jalalpur,203.0,3 - Satisfactory
Jalalpur,168.1,3 - Satisfactory
Jalalpur,187.2,3 - Satisfactory
Jalalpur,271.0,4 - Borderline
Jalalpur,208.2,3 - Satisfactory
Jalalpur,146.2,3 - Satisfactory
Jalalpur,356.7,5 - Poor
Jalalpur,132.7,3 - Satisfactory
Jalalpur,117.1,3 - Satisfactory
Jalalpur,138.3,3 - Satisfactory
Jalalpur,103.1,3 - Satisfactory
Jalalpur,87.3,2 - Good
Jalalpur,74.3,2 - Good
Jalalpur,96.4,2 - Good
Jalalpur,45.8,1 - Very Good
Jalalpur,40.7,1 - Very Good
Jalalpur,75.4,2 - Good
Jalalpur,71.2,2 - Good
Jalalpur,66.8,2 - Good
Jalalpur,81.0,2 - Good
Jalalpur,52.6,2 - Good
Jalalpur,53.0,2 - Good
Jalalpur,35.0,1 - Very Good
Jalalpur,40.0,1 - Very Good
Jalalpur,22.2,1 - Very Good
Jalalpur,32.5,1 - Very Good
Jalalpur,11.6,1 - Very Good
Jalalpur,9.5,1 - Very Good
Jalalpur,22.5,1 - Very Good
Jalalpur,15.8,1 - Very Good
Jalalpur,22.8,1 - Very Good
Jalalpur,35.4,1 - Very Good
Jalalpur,49.0,1 - Very Good
Jalalpur,36.7,1 - Very Good
Jalalpur,62.6,2 - Good
Jalalpur,76.4,2 - Good
Jalalpur,50.5,6 - Very Poor
Jalalpur,85.7,2 - Good
Jalalpur,72.9,2 - Good
Jalalpur,57.5,2 - Good
Jalalpur,73.3,2 - Good
Jalalpur,54.5,2 - Good
Jalalpur,39.8,1 - Very Good
Jalalpur,53.8,2 - Good
Jalalpur,45.6,1 - Very Good
Jalalpur,22.6,1 - Very Good
Jalalpur,27.2,1 - Very Good
Jalalpur,26.8,1 - Very Good
Jalalpur,34.2,1 - Very Good
Jalalpur,44.5,1 - Very Good
Jalalpur,28.6,1 - Very Good
Jalalpur,19.7,1 - Very Good
Jalalpur,34.0,1 - Very Good
Jalalpur,27.6,1 - Very Good
Jalalpur,25.2,1 - Very Good
Jalalpur,70.8,2 - Good
Jalalpur,67.8,2 - Good
Jalalpur,37.1,1 - Very Good
Jalalpur,104.3,3 - Satisfactory
Jalalpur,67.8,2 - Good
Jalalpur,48.1,1 - Very Good
Jalalpur,67.5,2 - Good
Jalalpur,48.5,1 - Very Good
Jalalpur,49.5,1 - Very Good
Jalalpur,104.1,3 - Satisfactory
Jalalpur,59.4,2 - Good
Jalalpur,68.9,2 - Good
Jalalpur,110.4,3 - Satisfactory
Jalalpur,116.9,3 - Satisfactory
Jalalpur,61.2,2 - Good
Jalalpur,93.8,2 - Good
Jalalpur,85.0,2 - Good
Jalalpur,55.9,2 - Good
Jalalpur,132.7,3 - Satisfactory
Jalalpur,104.1,3 - Satisfactory
Jalalpur,66.1,2 - Good
Jalalpur,104.5,3 - Satisfactory
Jalalpur,78.0,2 - Good
Jalalpur,91.3,2 - Good
Jalalpur,105.9,3 - Satisfactory
Jalalpur,83.8,2 - Good
Jalalpur,66.4,2 - Good
Jalalpur,109.4,3 - Satisfactory
Jalalpur,86.8,2 - Good
Jalalpur,59.6,2 - Good
Jalalpur,128.5,3 - Satisfactory
Jalalpur,96.9,2 - Good
Jalalpur,68.9,2 - Good
Jalalpur,122.9,3 - Satisfactory
Jalalpur,90.6,2 - Good
Jalalpur,85.0,2 - Good
Jalalpur,124.8,3 - Satisfactory
Jalalpur,92.0,2 - Good
Jalalpur,91.3,2 - Good
Jalalpur,135.5,3 - Satisfactory
Jalalpur,75.2,2 - Good
Jalalpur,105.0,3 - Satisfactory
Jalalpur,167.2,3 - Satisfactory
Jalalpur,123.9,3 - Satisfactory
Jalalpur,123.4,3 - Satisfactory
Jalalpur,167.6,3 - Satisfactory
Jalalpur,106.4,3 - Satisfactory
Jalalpur,119.7,3 - Satisfactory
Jalalpur,140.2,3 - Satisfactory
Jalalpur,113.9,3 - Satisfactory
Jalalpur,104.3,3 - Satisfactory
